# Amod fmod z Delta_Amod Delta_fmod
8.000000000000003393e-11 2.335721469090121435e-08 1.474315789473684024e+00 6.983059834263709027e-09 1.613390408718475178e-06
8.000000000000003393e-11 2.335721469090121435e-08 1.684789473684210392e+00 9.060897502553567388e-09 1.977050319484702300e-06
8.000000000000003393e-11 2.335721469090121435e-08 1.895263157894736761e+00 6.573969946148135229e-09 2.533092964869045466e-06
8.000000000000003393e-11 2.335721469090121435e-08 2.105736842105263129e+00 1.343417900965345802e-08 2.831595405385701407e-06
8.000000000000003393e-11 2.335721469090121435e-08 2.316210526315789497e+00 9.011717678120802382e-09 3.516352382671726955e-06
8.000000000000003393e-11 2.335721469090121435e-08 2.526684210526315422e+00 1.031615877988738351e-08 4.078495570669717422e-06
8.000000000000003393e-11 2.335721469090121435e-08 2.737157894736841790e+00 1.174181137145391066e-08 4.627783511115345541e-06
8.000000000000003393e-11 2.335721469090121435e-08 2.947631578947368158e+00 1.896643785420722986e-08 5.375438052766495141e-06
8.000000000000003393e-11 2.335721469090121435e-08 3.158105263157894527e+00 2.008702056920636511e-08 6.108431932185675590e-06
8.000000000000003393e-11 2.335721469090121435e-08 3.368578947368420895e+00 3.264657106080567626e-08 5.921557853524095370e-06
8.000000000000003393e-11 2.335721469090121435e-08 3.579052631578947263e+00 3.549395098283834585e-08 6.655670275785947822e-06
8.000000000000003393e-11 2.335721469090121435e-08 3.789526315789473632e+00 2.322844793430689581e-08 8.392983406642194220e-06
8.000000000000003393e-11 2.335721469090121435e-08 4.000000000000000000e+00 4.062349608348254007e-08 8.336932318292750984e-06
8.000000000000003393e-11 4.281332398719395868e-08 1.000000000000000021e-03 1.301079677464057913e-12 5.917074771872663774e-10
8.000000000000003393e-11 4.281332398719395868e-08 2.114736842105263137e-01 3.382005102732704144e-10 1.611810690033952038e-07
8.000000000000003393e-11 4.281332398719395868e-08 4.219473684210526265e-01 1.318316215444315151e-09 4.414473430971117144e-07
8.000000000000003393e-11 4.281332398719395868e-08 6.324210526315788838e-01 1.447940472746249861e-09 6.596010388077078118e-07
8.000000000000003393e-11 4.281332398719395868e-08 8.428947368421052522e-01 2.094058760402929977e-09 9.511999347980828798e-07
8.000000000000003393e-11 4.281332398719395868e-08 1.053368421052631509e+00 2.893921906989831745e-09 1.301262353251447295e-06
8.000000000000003393e-11 4.281332398719395868e-08 1.263842105263157656e+00 3.737276635553484482e-09 1.669877544729742554e-06
8.000000000000003393e-11 4.281332398719395868e-08 1.474315789473684024e+00 4.742464848413339036e-09 2.128914934919815339e-06
8.000000000000003393e-11 4.281332398719395868e-08 1.684789473684210392e+00 5.790807987507842668e-09 2.605681616159410445e-06
8.000000000000003393e-11 4.281332398719395868e-08 1.895263157894736761e+00 6.935328791935272240e-09 3.160977087564831951e-06
8.000000000000003393e-11 4.281332398719395868e-08 2.105736842105263129e+00 8.230612650078708708e-09 3.770623344620290200e-06
8.000000000000003393e-11 4.281332398719395868e-08 2.316210526315789497e+00 9.507296482611979196e-09 4.429007579411132784e-06
8.000000000000003393e-11 4.281332398719395868e-08 2.526684210526315422e+00 1.949969085691714315e-08 5.468875665181320515e-06
8.000000000000003393e-11 4.281332398719395868e-08 2.737157894736841790e+00 1.523669248181414204e-08 5.882561032707643835e-06
8.000000000000003393e-11 4.281332398719395868e-08 2.947631578947368158e+00 1.721984677336067366e-08 6.666021705243569897e-06
8.000000000000003393e-11 4.281332398719395868e-08 3.158105263157894527e+00 1.554371506400676784e-08 7.722839036709782830e-06
8.000000000000003393e-11 4.281332398719395868e-08 3.368578947368420895e+00 2.844798782741209758e-08 8.407780861648061650e-06
8.000000000000003393e-11 4.281332398719395868e-08 3.579052631578947263e+00 3.580733103338664461e-08 9.406238576692280877e-06
8.000000000000003393e-11 4.281332398719395868e-08 3.789526315789473632e+00 3.504270723915911152e-08 1.022634984979471142e-05
8.000000000000003393e-11 4.281332398719395868e-08 4.000000000000000000e+00 2.579553896135724203e-08 1.164123870032691895e-05
8.000000000000003393e-11 7.847599703514606690e-08 1.000000000000000021e-03 1.792956562758795148e-12 1.038299615667307966e-09
8.000000000000003393e-11 7.847599703514606690e-08 2.114736842105263137e-01 3.893341393434600529e-10 2.725644033632917800e-07
8.000000000000003393e-11 7.847599703514606690e-08 4.219473684210526265e-01 9.907703943587092917e-10 6.750419426914333045e-07
8.000000000000003393e-11 7.847599703514606690e-08 6.324210526315788838e-01 1.972200952194549628e-09 1.089787081949356611e-06
8.000000000000003393e-11 7.847599703514606690e-08 8.428947368421052522e-01 3.277474780261364308e-09 1.641407340321139642e-06
8.000000000000003393e-11 7.847599703514606690e-08 1.053368421052631509e+00 3.948277037613754317e-09 2.504710896581758382e-06
8.000000000000003393e-11 7.847599703514606690e-08 1.263842105263157656e+00 6.573725266063738246e-09 3.130047532045908068e-06
8.000000000000003393e-11 7.847599703514606690e-08 1.474315789473684024e+00 8.759938231326198845e-09 4.041804464734240440e-06
8.000000000000003393e-11 7.847599703514606690e-08 1.684789473684210392e+00 1.113005442765755823e-08 5.105921078666260992e-06
8.000000000000003393e-11 7.847599703514606690e-08 1.895263157894736761e+00 1.025010684397281724e-08 7.414963898116597749e-06
8.000000000000003393e-11 7.847599703514606690e-08 2.105736842105263129e+00 8.835037457187635943e-09 9.566211170085652459e-06
